"FORMULARIO","PersNro","PersID","ViajeID","LugarEntrevista","TipoEntrevista","InfNum","Sexo","Edad","edad_recodif","CapDif","CapDifMot","CapDifMen","CapDifVis","CapDifAud","CapDifHabla","CapDifOtras","RelacionJefeHogar","PSH","NivelEstudio","PersonaCursando","NivelEstudioCursando","DescripciónEstCurs","AmbitoEstudio","LicenciaConducir","OcupacionPrincipal","Desc_ocuprinc","OtraActividad","Cual_act","Rel_trab","CategoríaLaboral","AmbitoTrabajo","Desc_ambtrab","IngresoPersona","Cantidad_Dinero","RangoIngresos","promedio_ingreso","IngresoTotal","realizo_viajes","CantidadViajes","Enfermedad","Vacaciones","No_Trabajó","No_dinero_viajar","Trabajó_casa","Fuera_área","No_hay_transporte","No_transporte_discapacitados","Calles_intransitables","Paro_huelga","Sin_clases","Mal_tiempo","No_necesidad_viajar","Otro_motivo","Desc_otromotiv","Cons_sis","Cons_restolíneas","Usuario_frecuente","Razón_no_viaja","Seguridad","Limpieza","Espacio","Trato_conductor","Forma_conducción","Frecuencia","Información_frecuencias","Tiempo_espera","Accesibilidad_Distancia","Seguridad_Paradas","Bienestar","FEX"
1103,2,110302,11030204,"Hogar","Personal",2,"Mujer",36,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",7,8,2,4,2,7,2,4,8,2,"No Pobre",52.8180141346453
1103,3,110303,11030302,"Hogar","Persona no encuestada",1,"Varón",14,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8180141346453
1103,4,110304,11030402,"Hogar","Persona no encuestada",1,"Mujer",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8180141346453
1103,5,110305,11030502,"Hogar","Persona no encuestada",1,"Mujer",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8180141346453
1104,1,110401,11040102,"Hogar","Personal",1,"Varón",55,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",500,"97",97,500,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Muy malas","Sí","               ",1,5,8,5,1,1,8,1,8,1,"Indigente",52.8782880883721
1104,2,110402,11040200,"Hogar","Personal",2,"Mujer",54,"51-65","No","97","97","97","97","97","97","Cónyugue","No","Sin estudios","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Muy malo","Muy malas","Sí","               ",1,5,5,1,1,1,8,1,8,1,"Indigente",52.8782880883721
1104,3,110403,11040302,"Hogar","Persona no encuestada",2,"Varón",12,"4-12","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Indigente",52.8782880883721
1107,1,110701,11070100,"Hogar","Personal",1,"Varón",65,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Sin estudios","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",400,"97",97,400,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","Sí","               ",1,7,6,8,8,7,5,5,2,8,"Pobre",52.8782880883721
1107,2,110702,11070200,"Hogar","Personal",2,"Mujer",72,"66 ó +","No","97","97","97","97","97","97","Cónyugue","No","Sin estudios","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",400,"97",97,400,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","Sí","               ",1,7,8,8,8,7,5,5,2,8,"Pobre",52.8782880883721
1108,1,110801,11080100,"Hogar","Personal",1,"Varón",32,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1000,"97",97,1000,"No",97,"No","No","Sí","No","No","No","No","No","No","No","No","No","No","No","            ","Regular","Regulares","Sí","               ",6,7,8,7,8,5,1,4,9,1,"Pobre",52.8782880883721
1108,2,110802,11080204,"Hogar","Personal",2,"Mujer",23,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Regulares","No","               ",6,7,1,7,6,5,1,4,9,1,"Pobre",52.8782880883721
1108,3,110803,11080302,"Hogar","Persona no encuestada",1,"Varón",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.8782880883721
1108,4,110804,11080402,"Hogar","Persona no encuestada",1,"Varón",4,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.8782880883721
1109,1,110901,11090102,"Hogar","Personal",1,"Varón",43,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1000,"97",97,1000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",5,8,98,8,8,5,9,6,8,1,"No Pobre",52.8782880883721
1109,2,110902,11090202,"Hogar","Personal",2,"Mujer",36,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",600,"97",97,600,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",9,8,8,9,8,5,9,6,8,1,"No Pobre",52.8782880883721
1109,3,110903,11090300,"Hogar","Persona no encuestada",2,"Varón",18,"13-18","Sí","No","Sí","No","No","No","No","Hijo / hijastro","No","Sin estudios","No","97","            ","97","No","Inactivo por discapacidad permanente","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","98","98","No","               ",98,98,98,98,98,98,98,98,98,98,"No Pobre",52.8782880883721
1109,4,110904,11090402,"Hogar","Persona no encuestada",2,"Mujer",14,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1109,5,110905,11090500,"Hogar","Persona no encuestada",2,"Mujer",1,"0-3","Sí","No","Sí","No","No","No","No","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1113,1,111301,11130100,"Hogar","Personal",1,"Mujer",63,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Superior no universitario","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",5000,"97",97,5000,"No",97,"No","No","No","No","No","No","No","No","No","No","No","Sí","No","No","            ","Bueno","Regulares","Sí","               ",6,6,5,7,6,8,7,98,8,7,"No Pobre",7.19307970101621
1113,2,111302,11130202,"Hogar","Personal",2,"Mujer",33,"31-50","No","97","97","97","97","97","97","Hijo / hijastro","No","Superior no universitario","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",3000,"97",97,3000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Regulares","Sí","               ",7,5,1,3,2,8,7,5,8,3,"No Pobre",7.19307970101621
1113,3,111303,11130300,"Hogar","Personal",3,"Varón",21,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","Sí","No","No","            ","Muy bueno","Regulares","Sí","               ",5,5,3,5,5,8,5,5,8,3,"No Pobre",7.19307970101621
1113,4,111304,11130400,"Hogar","Persona no encuestada",1,"Varón",3,"0-3","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","Si","Jardín de infantes / maternal","            ","98","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",7.19307970101621
1116,1,111601,11160100,"Hogar","Personal",1,"Mujer",68,"66 ó +","No","97","97","97","97","97","97","Jefe del hogar","Si","Superior no universitario","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",1500,"97",97,1500,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Malo","Muy malas","Sí","               ",2,2,98,1,1,6,1,3,8,5,"No Pobre",61.2183137607513
1117,1,111701,11170100,"Hogar","Personal",1,"Varón",37,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","Si","Superior no universitario","            ","Estatal","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",3000,"97",97,3000,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","98","No","viaja en auto  ",7,7,7,6,6,8,2,7,8,5,"No Pobre",61.2183137607513
1117,2,111702,11170200,"Hogar","Personal",2,"Mujer",36,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Superior no universitario","No","97","            ","97","Si","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","No","viaja en auto  ",8,8,8,6,6,9,9,9,9,3,"No Pobre",61.2183137607513
1117,3,111703,11170300,"Hogar","Persona no encuestada",2,"Varón",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Privado","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",61.2183137607513
1118,1,111801,11180104,"Hogar","Personal",1,"Varón",28,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Patrón / Empleador","Trabajador no especializado","Hogar / Familia","            ","Si",1600,"97",97,1600,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Malas","Sí","               ",6,8,2,5,7,8,6,8,8,98,"No Pobre",61.2183137607513
1118,2,111802,11180200,"Hogar","Personal",2,"Mujer",29,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Regulares","Sí","               ",7,6,6,6,6,8,9,9,9,5,"No Pobre",61.2183137607513
1118,3,111803,11180302,"Hogar","Persona no encuestada",2,"Varón",11,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",61.2183137607513
